c_Sport,c_Season,c_Event,c_Gender,n_DateSort,c_Person,c_PersonNatio,c_NOC,c_Result,n_ResultSort,c_Class
Swimming,2018,100m Backstroke,Women,20180728,Olivia Smoliga,United States,United States,58.75,58750,Elite
Swimming,2018,100m Backstroke,Women,20180728,Regan Smith,United States,United States,58.83,58830,Elite
Swimming,2018,100m Backstroke,Women,20180407,Taylor Ruck,Canada,Canada,58.97,58970,Elite
Swimming,2018,100m Backstroke,Women,20180806,Georgia Davies,Wales,Great Britain,59.12,59120,Elite
Swimming,2018,100m Backstroke,Women,20180728,Phoebe Bacon,United States,United States,59.12,59120,Elite
Swimming,2018,100m Backstroke,Women,20180807,Anastasia Fesikova,Russia,Russia,59.19,59190,Elite
Swimming,2018,100m Backstroke,Women,20180809,Natsumi Sakai,Japan,Japan,59.20,59200,Elite
Swimming,2018,100m Backstroke,Women,20180810,Kaylee McKeown,Australia,Australia,59.25,59250,Elite
Swimming,2018,100m Backstroke,Women,20180622,Fu Yuanhui,China,China,59.27,59270,Elite
Swimming,2018,100m Backstroke,Women,20180613,Mie Nielsen,Denmark,Denmark,59.57,59570,Elite
Swimming,2018,100m Backstroke,Women,20180823,Katharine Berkoff,United States,United States,59.59,59590,Elite
Swimming,2018,100m Backstroke,Women,20180807,Carlotta Zofkova,Italy,Italy,59.61,59610,Elite
Swimming,2018,100m Backstroke,Women,20180405,Anna Konishi,Japan,Japan,59.62,59620,Elite
Swimming,2018,100m Backstroke,Women,20180914,Katinka Hosszú,Hungary,Hungary,59.63,59630,Elite
Swimming,2018,100m Backstroke,Women,20180413,Chen Jie,China,China,59.66,59660,Elite
Swimming,2018,100m Backstroke,Women,20180807,Margherita Panziera,Italy,Italy,59.71,59710,Elite
Swimming,2018,100m Backstroke,Women,20180728,Elise Haan,United States,United States,59.73,59730,Elite
Swimming,2018,100m Backstroke,Women,20180424,Daria K Ustinova,Russia,Russia,59.73,59730,Elite
Swimming,2018,100m Backstroke,Women,20180728,Lisa Bratton,United States,United States,59.76,59760,Elite
Swimming,2018,100m Backstroke,Women,20180525,Emi Moronuki,Japan,Japan,59.77,59770,Elite
Swimming,2018,100m Backstroke,Women,20180519,Ali DeLoof,United States,United States,59.79,59790,Elite
Swimming,2018,100m Backstroke,Women,20180908,Kira Toussaint,Netherlands,Netherlands,59.80,59800,Elite
Swimming,2018,100m Backstroke,Women,20180413,Wang Xueer,China,China,59.89,59890,Elite
Swimming,2018,100m Backstroke,Women,20180708,Daria Vaskina,Russia,Russia,59.90,59900,Elite
Swimming,2018,100m Backstroke,Women,20180424,Mariya Kameneva,Russia,Russia,59.94,59940,Elite
Swimming,2018,100m Backstroke,Women,20180423,Polina Egorova,Russia,Russia,59.95,59950,Elite
Swimming,2018,100m Backstroke,Women,20180228,Hayley Baker,Australia,Australia,59.95,59950,Elite
Swimming,2018,100m Backstroke,Women,20180525,Mathilde Cini,France,France,59.98,59980,Elite
Swimming,2018,100m Backstroke,Women,20180806,Katalin Burián,Hungary,Hungary,1:00.01,60010,Elite
Swimming,2018,100m Backstroke,Women,20180410,Federica Pellegrini,Italy,Italy,1:00.03,60030,Elite
Swimming,2018,100m Backstroke,Women,20180413,Peng Xuwei,China,China,1:00.05,60050,Elite
Swimming,2018,100m Backstroke,Women,20180407,Isabelle Stadden,United States,United States,1:00.06,60060,Elite
Swimming,2018,100m Backstroke,Women,20180629,Simona Baumrtová,Czech Republic,Czech Republic,1:00.08,60080,Elite
Swimming,2018,100m Backstroke,Women,20180422,Jenny Mensing,Germany,Germany,1:00.13,60130,Elite
Swimming,2018,100m Backstroke,Women,20180809,Kathleen Dawson,Scotland,Great Britain,1:00.17,60170,Elite
Swimming,2018,100m Backstroke,Women,20180823,Alex Walsh,United States,United States,1:00.23,60230,Elite
Swimming,2018,100m Backstroke,Women,20180728,Amy Bilquist,United States,United States,1:00.26,60260,Elite
Swimming,2018,100m Backstroke,Women,20180806,Mimosa Jallow,Finland,Finland,1:00.28,60280,Elite
Swimming,2018,100m Backstroke,Women,20180413,Laura Riedemann,Germany,Germany,1:00.28,60280,Elite
Swimming,2018,100m Backstroke,Women,20180823,Lucie Nordmann,United States,United States,1:00.30,60300,Elite
Swimming,2018,100m Backstroke,Women,20180406,Jade Hannah,Canada,Canada,1:00.37,60370,Elite
Swimming,2018,100m Backstroke,Women,20180823,Stephanie Au,"Hong Kong, China","Hong Kong, China",1:00.38,60380,Elite
Swimming,2018,100m Backstroke,Women,20180708,Anastasia Avdeeva,Russia,Russia,1:00.39,60390,Elite
Swimming,2018,100m Backstroke,Women,20180630,Minna Atherton,Australia,Australia,1:00.43,60430,Elite
Swimming,2018,100m Backstroke,Women,20180525,Sayaka Akase,Japan,Japan,1:00.43,60430,Elite
Swimming,2018,100m Backstroke,Women,20180728,Claire Adams,United States,United States,1:00.43,60430,Elite
Swimming,2018,100m Backstroke,Women,20180406,Elizabeth Simmonds,England,Great Britain,1:00.49,60490,Elite
Swimming,2018,100m Backstroke,Women,20180413,Lisa Graf,Germany,Germany,1:00.51,60510,Elite
Swimming,2018,100m Backstroke,Women,20180823,Madison Broad,Canada,Canada,1:00.53,60530,Elite
Swimming,2018,100m Backstroke,Women,20180406,Danielle Hanus,Canada,Canada,1:00.54,60540,Elite
Swimming,2018,100m Backstroke,Women,20180708,Asia Seidt,United States,United States,1:00.57,60570,Elite
Swimming,2018,100m Backstroke,Women,20181008,Rhyan White,United States,United States,1:00.60,60600,Elite
Swimming,2018,100m Backstroke,Women,20180909,Rumi Teramoto,Japan,Japan,1:00.61,60610,Elite
Swimming,2018,100m Backstroke,Women,20180406,Tessa Vermeulen,Netherlands,Netherlands,1:00.67,60670,Elite
Swimming,2018,100m Backstroke,Women,20180112,Kayla Sanchez,Canada,Canada,1:00.70,60700,Elite
Swimming,2018,100m Backstroke,Women,20180630,Silvia Scalia,Italy,Italy,1:00.73,60730,Elite
Swimming,2018,100m Backstroke,Women,20180702,Holly Barratt,Australia,Australia,1:00.81,60810,Elite
Swimming,2018,100m Backstroke,Women,20180303,Alexia Zevnik,Canada,Canada,1:00.83,60830,Elite
Swimming,2018,100m Backstroke,Women,20180411,Duane Da Rocha,Spain,Spain,1:00.87,60870,Elite
Swimming,2018,100m Backstroke,Women,20180803,Alexandra Crisera,United States,United States,1:00.89,60890,Elite
Swimming,2018,100m Backstroke,Women,20180803,Annabel Crush,United States,United States,1:00.90,60900,Elite
Swimming,2018,100m Backstroke,Women,20180810,Kennedy Goss,Canada,Canada,1:00.90,60900,Elite
Swimming,2018,100m Backstroke,Women,20180728,Beata Nelson,United States,United States,1:00.92,60920,Elite
Swimming,2018,100m Backstroke,Women,20180406,Cassie Wild,Scotland,Great Britain,1:00.93,60930,Elite
Swimming,2018,100m Backstroke,Women,20180806,Alicja Tchórz,Poland,Poland,1:00.94,60940,Elite
Swimming,2018,100m Backstroke,Women,20180728,Grace Ariola,United States,United States,1:00.94,60940,Elite
Swimming,2018,100m Backstroke,Women,20180909,Rika Yuhara,Japan,Japan,1:00.95,60950,Elite
Swimming,2018,100m Backstroke,Women,20180728,Keaton Blovad,United States,United States,1:00.95,60950,Elite
Swimming,2018,100m Backstroke,Women,20180707,Erika Brown,United States,United States,1:00.96,60960,Elite
Swimming,2018,100m Backstroke,Women,20180127,Sarah Sjöström,Sweden,Sweden,1:01.02,61020,Elite
Swimming,2018,100m Backstroke,Women,20180406,Daria S Ustinova,Russia,Russia,1:01.03,61030,Elite
Swimming,2018,100m Backstroke,Women,20181013,Cheng Haihua,China,China,1:01.04,61040,Elite
Swimming,2018,100m Backstroke,Women,20180406,Jessica Fullalove,England,Great Britain,1:01.04,61040,Elite
Swimming,2018,100m Backstroke,Women,20180413,Tania Quaglieri,Italy,Italy,1:01.06,61060,Elite
Swimming,2018,100m Backstroke,Women,20180405,Miyuki Takemura,Japan,Japan,1:01.08,61080,Elite
Swimming,2018,100m Backstroke,Women,20180806,Maaike de Waard,Netherlands,Netherlands,1:01.08,61080,Elite
Swimming,2018,100m Backstroke,Women,20180822,Im Dasol,Korea,Korea,1:01.08,61080,Elite
Swimming,2018,100m Backstroke,Women,20180708,Giulia D'Innocenzo,Italy,Italy,1:01.08,61080,Elite
Swimming,2018,100m Backstroke,Women,20180728,Bridgette Alexander,United States,United States,1:01.10,61100,Elite
Swimming,2018,100m Backstroke,Women,20180519,Simone Manuel,United States,United States,1:01.11,61110,Elite
Swimming,2018,100m Backstroke,Women,20180404,Miki Takahashi,Japan,Japan,1:01.13,61130,Elite
Swimming,2018,100m Backstroke,Women,20180624,Ekaterina Avramova,Turkey,Turkey,1:01.16,61160,Elite
Swimming,2018,100m Backstroke,Women,20180806,Theodora Drakou,Greece,Greece,1:01.18,61180,Elite
Swimming,2018,100m Backstroke,Women,20180728,Kendyl Stewart,United States,United States,1:01.19,61190,Elite
Swimming,2018,100m Backstroke,Women,20180706,Louise Hansson,Sweden,Sweden,1:01.21,61210,Elite
Swimming,2018,100m Backstroke,Women,20180728,Caroline Baldwin,United States,United States,1:01.22,61220,Elite
Swimming,2018,100m Backstroke,Women,20180725,Isabella Arcila,Colombia,Colombia,1:01.30,61300,Elite
Swimming,2018,100m Backstroke,Women,20180424,Irina Prikhodko,Russia,Russia,1:01.32,61320,Elite
Swimming,2018,100m Backstroke,Women,20180702,Sian Whittaker,Australia,Australia,1:01.32,61320,Elite
Swimming,2018,100m Backstroke,Women,20180406,Bobbi Gichard,New Zealand,New Zealand,1:01.33,61330,Elite
Swimming,2018,100m Backstroke,Women,20180725,Fernanda Gonzalez,Mexico,Mexico,1:01.34,61340,Elite
Swimming,2018,100m Backstroke,Women,20180714,Julia Cook,United States,United States,1:01.34,61340,Elite
Swimming,2018,100m Backstroke,Women,20180702,Madison Wilson,Australia,Australia,1:01.35,61350,Elite
Swimming,2018,100m Backstroke,Women,20180411,Paloma De Bordons Garcia,Spain,Spain,1:01.36,61360,Elite
Swimming,2018,100m Backstroke,Women,20180413,Liu Yaxin,China,China,1:01.38,61380,Elite
Swimming,2018,100m Backstroke,Women,20180725,Krystal Lara,United States,United States,1:01.39,61390,Elite
Swimming,2018,100m Backstroke,Women,20180719,Ingrid Wilm,Canada,Canada,1:01.41,61410,Elite
Swimming,2018,100m Backstroke,Women,20180728,Gretchen Walsh,United States,United States,1:01.46,61460,Elite
Swimming,2018,100m Backstroke,Women,20180420,Andrea Berrino,Argentina,Argentina,1:01.46,61460,Elite
Swimming,2018,100m Backstroke,Women,20180728,Erin Voss,United States,United States,1:01.47,61470,Elite
Swimming,2018,100m Backstroke,Women,20180422,Jenny Lahl,Germany,Germany,1:01.47,61470,Elite
Swimming,2018,100m Backstroke,Women,20180909,Misato Sutou,Japan,Japan,1:01.50,61500,Elite
Swimming,2018,100m Backstroke,Women,20180728,Caitlin Brooks,United States,United States,1:01.51,61510,Elite
Swimming,2018,100m Backstroke,Women,20180725,Lily Boseley,Great Britain,Great Britain,1:01.54,61540,Elite
Swimming,2018,100m Backstroke,Women,20180725,Chloe Golding,England,Great Britain,1:01.56,61560,Elite
Swimming,2018,100m Backstroke,Women,20180810,Yang Yifan,China,China,1:01.58,61580,Elite
Swimming,2018,100m Backstroke,Women,20180712,Tamara Frias,Spain,Spain,1:01.60,61600,Elite
Swimming,2018,100m Backstroke,Women,20180411,África Zamorano,Spain,Spain,1:01.60,61600,Elite
Swimming,2018,100m Backstroke,Women,20180810,Ali Galyer,United States,United States,1:01.61,61610,Elite
Swimming,2018,100m Backstroke,Women,20180413,Li Yuan,China,China,1:01.62,61620,Elite
Swimming,2018,100m Backstroke,Women,20180404,Rena Nishiwaki,Japan,Japan,1:01.62,61620,Elite
Swimming,2018,100m Backstroke,Women,20180708,Isabel Ivey,United States,United States,1:01.63,61630,Elite
Swimming,2018,100m Backstroke,Women,20180707,Laura Ilyés,Hungary,Hungary,1:01.63,61630,Elite
Swimming,2018,100m Backstroke,Women,20180228,Amy Forrester,Australia,Australia,1:01.64,61640,Elite
Swimming,2018,100m Backstroke,Women,20180719,Barbara Schaal,Germany,Germany,1:01.65,61650,Elite
Swimming,2018,100m Backstroke,Women,20180908,Tatiana Salcutan,Moldova,Moldova,1:01.66,61660,Elite
Swimming,2018,100m Backstroke,Women,20180112,Rebecca Smith,Canada,Canada,1:01.66,61660,Elite
Swimming,2018,100m Backstroke,Women,20180413,Johanna Roas,Germany,Germany,1:01.67,61670,Elite
Swimming,2018,100m Backstroke,Women,20180525,Agata Naskret,Poland,Poland,1:01.68,61680,Elite
Swimming,2018,100m Backstroke,Women,20180803,Abby Kapeller,United States,United States,1:01.68,61680,Elite
Swimming,2018,100m Backstroke,Women,20180728,Catie Deloof,United States,United States,1:01.68,61680,Elite
Swimming,2018,100m Backstroke,Women,20181012,Anastasya Gorbenko,Israel,Israel,1:01.69,61690,Elite
Swimming,2018,100m Backstroke,Women,20180519,Emma Ball,Canada,Canada,1:01.70,61700,Elite
Swimming,2018,100m Backstroke,Women,20180525,Marina Furubayashi,Japan,Japan,1:01.71,61710,Elite
Swimming,2018,100m Backstroke,Women,20180809,Ida Lindborg,Sweden,Sweden,1:01.71,61710,Elite
Swimming,2018,100m Backstroke,Women,20180728,Tevyn Waddell,United States,United States,1:01.72,61720,Elite
Swimming,2018,100m Backstroke,Women,20180806,Caroline Pilhatsch,Austria,Austria,1:01.73,61730,Elite
Swimming,2018,100m Backstroke,Women,20180725,Alicia Wilson,Great Britain,Great Britain,1:01.73,61730,Elite
Swimming,2018,100m Backstroke,Women,20180412,Victoria Bierre,Denmark,Denmark,1:01.74,61740,Elite
Swimming,2018,100m Backstroke,Women,20180622,Jiang Lihang,China,China,1:01.75,61750,Elite
Swimming,2018,100m Backstroke,Women,20180525,Valeriya Egorova,Russia,Russia,1:01.77,61770,Elite
Swimming,2018,100m Backstroke,Women,20180519,Gabby Deloof,United States,United States,1:01.79,61790,Elite
Swimming,2018,100m Backstroke,Women,20180704,Karolína Hájková,Slovakia,Slovakia,1:01.79,61790,Elite
Swimming,2018,100m Backstroke,Women,20180406,Marieke Tienstra,Netherlands,Netherlands,1:01.81,61810,Elite
Swimming,2018,100m Backstroke,Women,20180728,Emma Muzzy,United States,United States,1:01.82,61820,Elite
Swimming,2018,100m Backstroke,Women,20180128,Michelle Coleman,Sweden,Sweden,1:01.83,61830,Elite
Swimming,2018,100m Backstroke,Women,20180702,Jessica Unicomb,Australia,Australia,1:01.83,61830,Elite
Swimming,2018,100m Backstroke,Women,20180630,Julie Jensen,Denmark,Denmark,1:01.84,61840,Elite
Swimming,2018,100m Backstroke,Women,20180806,Nina Kost,Switzerland,Switzerland,1:01.85,61850,Elite
Swimming,2018,100m Backstroke,Women,20180813,Costanza Cocconcelli,Italy,Italy,1:01.86,61860,Elite
Swimming,2018,100m Backstroke,Women,20180423,Mariella Venter,South Africa,South Africa,1:01.86,61860,Elite
Swimming,2018,100m Backstroke,Women,20180127,Anastasiya Shkurdai,Belarus,Belarus,1:01.88,61880,Elite
Swimming,2018,100m Backstroke,Women,20180427,Shin Young Yeon,Korea,Korea,1:01.89,61890,Elite
Swimming,2018,100m Backstroke,Women,20181130,Autumn Haebig,United States,United States,1:01.91,61910,Elite
Swimming,2018,100m Backstroke,Women,20180423,Polina Lapshina,Russia,Russia,1:01.91,61910,Elite
Swimming,2018,100m Backstroke,Women,20180822,Toto Wong,"Hong Kong, China","Hong Kong, China",1:01.92,61920,Elite
Swimming,2018,100m Backstroke,Women,20180127,Daryna Zevina,Ukraine,Ukraine,1:01.92,61920,Elite
Swimming,2018,100m Backstroke,Women,20180728,Sydney Sell,United States,United States,1:01.93,61930,Elite
Swimming,2018,100m Backstroke,Women,20180112,Mackenzie Glover,Canada,Canada,1:01.94,61940,Elite
Swimming,2018,100m Backstroke,Women,20180525,Aya Watanabe,Japan,Japan,1:01.95,61950,Elite
Swimming,2018,100m Backstroke,Women,20180525,Louise Lefebvre,France,France,1:01.97,61970,Elite
Swimming,2018,100m Backstroke,Women,20180802,Casey Chung,United States,United States,1:01.98,61980,Elite
Swimming,2018,100m Backstroke,Women,20180725,Lauren Cox,Great Britain,Great Britain,1:01.99,61990,Elite
Swimming,2018,100m Backstroke,Women,20180720,Calypso Sheridan,Australia,Australia,1:02.00,62000,Elite
Swimming,2018,100m Backstroke,Women,20180413,Zhu Chaonan,China,China,1:02.00,62000,Elite
Swimming,2018,100m Backstroke,Women,20180603,Quinn Carrozza,United States,United States,1:02.02,62020,Elite
Swimming,2018,100m Backstroke,Women,20180406,Maggie Macneil,Canada,Canada,1:02.04,62040,Elite
Swimming,2018,100m Backstroke,Women,20181130,Caroline Bentz,United States,United States,1:02.04,62040,Elite
Swimming,2018,100m Backstroke,Women,20180803,Kylee Alons,United States,United States,1:02.07,62070,Elite
Swimming,2018,100m Backstroke,Women,20180708,Megan Moroney,United States,United States,1:02.07,62070,Elite
Swimming,2018,100m Backstroke,Women,20180228,Hilary Caldwell,Canada,Canada,1:02.08,62080,Elite
Swimming,2018,100m Backstroke,Women,20180802,Emma Atkinson,United States,United States,1:02.08,62080,Elite
Swimming,2018,100m Backstroke,Women,20180404,Hikaru Yamasaki,Japan,Japan,1:02.10,62100,Elite
Swimming,2018,100m Backstroke,Women,20180728,Bailey Grinter,United States,United States,1:02.11,62110,Elite
Swimming,2018,100m Backstroke,Women,20180719,Aela Janvier,Canada,Canada,1:02.11,62110,Elite
Swimming,2018,100m Backstroke,Women,20180406,Daphné Danyluk,Canada,Canada,1:02.12,62120,Elite
Swimming,2018,100m Backstroke,Women,20180728,Charlotte Hook,United States,United States,1:02.12,62120,Elite
Swimming,2018,100m Backstroke,Women,20180525,Camille Gheorghiu,France,France,1:02.15,62150,Elite
Swimming,2018,100m Backstroke,Women,20180728,Taylor Garcia,United States,United States,1:02.16,62160,Elite
Swimming,2018,100m Backstroke,Women,20180806,Anika Apostalon,Czech Republic,Czech Republic,1:02.19,62190,Elite
Swimming,2018,100m Backstroke,Women,20180708,Alina Kendzior,Estonia,Russia,1:02.21,62210,Elite
Swimming,2018,100m Backstroke,Women,20180801,Olivia Harper,United States,United States,1:02.21,62210,Elite
Swimming,2018,100m Backstroke,Women,20180728,Erin Falconer,United States,United States,1:02.21,62210,Elite
Swimming,2018,100m Backstroke,Women,20180328,Dorottya Dobos,Hungary,Hungary,1:02.21,62210,Elite
Swimming,2018,100m Backstroke,Women,20180708,Erin Earley,United States,United States,1:02.22,62220,Elite
Swimming,2018,100m Backstroke,Women,20180127,Eygló Gústafsdóttir,Iceland,Iceland,1:02.22,62220,Elite
Swimming,2018,100m Backstroke,Women,20180404,Mayuko Gotou,Japan,Japan,1:02.22,62220,Elite
Swimming,2018,100m Backstroke,Women,20180303,Sinclair Larson,United States,United States,1:02.23,62230,Elite
Swimming,2018,100m Backstroke,Women,20180616,Jenna Laukkanen,Finland,Finland,1:02.23,62230,Elite
Swimming,2018,100m Backstroke,Women,20180622,Guo Yuehan,China,China,1:02.23,62230,Elite
Swimming,2018,100m Backstroke,Women,20180704,Gina Galloway,New Zealand,New Zealand,1:02.25,62250,Elite
Swimming,2018,100m Backstroke,Women,20180609,Alexa Kutch,United States,United States,1:02.26,62260,Elite
Swimming,2018,100m Backstroke,Women,20181008,Fernanda de Goeij,Brazil,Brazil,1:02.26,62260,Elite
Swimming,2018,100m Backstroke,Women,20180826,Sena Someya,Japan,Japan,1:02.27,62270,Elite
Swimming,2018,100m Backstroke,Women,20180420,Maria Pessanha,Brazil,Brazil,1:02.28,62280,Elite
Swimming,2018,100m Backstroke,Women,20180406,Anna Maine,England,Great Britain,1:02.29,62290,Elite
Swimming,2018,100m Backstroke,Women,20180525,Klaudia Nazieblo,Poland,Poland,1:02.30,62300,Elite
Swimming,2018,100m Backstroke,Women,20180519,Alex Sumner,United States,United States,1:02.30,62300,Elite
Swimming,2018,100m Backstroke,Women,20180525,Pauline Mahieu,France,France,1:02.31,62310,Elite
Swimming,2018,100m Backstroke,Women,20180803,Mara Newman,United States,United States,1:02.32,62320,Elite
Swimming,2018,100m Backstroke,Women,20180404,Nagisa Izuhara,Japan,Japan,1:02.32,62320,Elite
Swimming,2018,100m Backstroke,Women,20180715,Emma Schanz,United States,United States,1:02.33,62330,Elite
Swimming,2018,100m Backstroke,Women,20180704,Emma Godwin,New Zealand,New Zealand,1:02.34,62340,Elite
Swimming,2018,100m Backstroke,Women,20180909,Miono Takeuchi,Japan,Japan,1:02.34,62340,Elite
Swimming,2018,100m Backstroke,Women,20180725,Tegan Drew,Great Britain,Great Britain,1:02.34,62340,Elite
Swimming,2018,100m Backstroke,Women,20180413,Erika Gaetani,Italy,Italy,1:02.35,62350,Elite
Swimming,2018,100m Backstroke,Women,20180823,Maude Boily-Dufour,Canada,Canada,1:02.36,62360,Elite
Swimming,2018,100m Backstroke,Women,20180818,Tanami Katagiri,Japan,Japan,1:02.37,62370,Elite
Swimming,2018,100m Backstroke,Women,20180826,Yumi Syuno,Japan,Japan,1:02.37,62370,Elite
Swimming,2018,100m Backstroke,Women,20180818,Yuuna Kido,Japan,Japan,1:02.37,62370,Elite
Swimming,2018,100m Backstroke,Women,20180525,Emma Terebo,France,France,1:02.37,62370,Elite
Swimming,2018,100m Backstroke,Women,20180909,Yume Nakano,Japan,Japan,1:02.38,62380,Elite
Swimming,2018,100m Backstroke,Women,20180616,Annie Ochitwa,United States,United States,1:02.38,62380,Elite
Swimming,2018,100m Backstroke,Women,20180525,Laurine Del'homme,France,France,1:02.39,62390,Elite
Swimming,2018,100m Backstroke,Women,20180413,Letizia Paruscio,Italy,Italy,1:02.39,62390,Elite
Swimming,2018,100m Backstroke,Women,20180423,Anastasiia Kiziiy,Russia,Russia,1:02.40,62400,Elite
Swimming,2018,100m Backstroke,Women,20180725,Laura Stephens,England,Great Britain,1:02.40,62400,Elite
Swimming,2018,100m Backstroke,Women,20181013,Chen Shiming,China,China,1:02.41,62410,Elite
Swimming,2018,100m Backstroke,Women,20180328,Reka Gyorgy,Hungary,Hungary,1:02.41,62410,Elite
Swimming,2018,100m Backstroke,Women,20180126,Mary-Sophie Harvey,Canada,Canada,1:02.41,62410,Elite
Swimming,2018,100m Backstroke,Women,20180119,Guo Sixiu,China,China,1:02.42,62420,Elite
Swimming,2018,100m Backstroke,Women,20180804,Ayla Spitz,United States,United States,1:02.44,62440,Elite
Swimming,2018,100m Backstroke,Women,20180914,Jiang Yuru,China,China,1:02.47,62470,Elite
Swimming,2018,100m Backstroke,Women,20180713,Daria Kopacheva,Russia,Russia,1:02.47,62470,Elite
Swimming,2018,100m Backstroke,Women,20180813,Giulia Rebusco,Italy,Italy,1:02.48,62480,Elite
Swimming,2018,100m Backstroke,Women,20180525,Rika Omoto,Japan,Japan,1:02.48,62480,Elite
Swimming,2018,100m Backstroke,Women,20180803,T??a Laughlin,United States,United States,1:02.49,62490,Elite
Swimming,2018,100m Backstroke,Women,20180427,Lee Yun-Jung,Korea,Korea,1:02.49,62490,Elite
Swimming,2018,100m Backstroke,Women,20180413,Veronica Neri,Italy,Italy,1:02.49,62490,Elite
Swimming,2018,100m Backstroke,Women,20180819,Mayu Ida,Japan,Japan,1:02.50,62500,Elite
Swimming,2018,100m Backstroke,Women,20181130,Sophie Lindner,United States,United States,1:02.50,62500,Elite
Swimming,2018,100m Backstroke,Women,20181007,Ingeborg Løyning,Norway,Norway,1:02.50,62500,Elite
Swimming,2018,100m Backstroke,Women,20180510,Marina Kravchenko,Russia,Russia,1:02.51,62510,Elite
Swimming,2018,100m Backstroke,Women,20180406,Indy Jongman,Netherlands,Netherlands,1:02.51,62510,Elite
Swimming,2018,100m Backstroke,Women,20180714,Kennedy Noble,United States,United States,1:02.51,62510,Elite
Swimming,2018,100m Backstroke,Women,20180909,Azumi Ohkubo,Japan,Japan,1:02.51,62510,Elite
Swimming,2018,100m Backstroke,Women,20180406,Malene Rypestøl,Norway,Norway,1:02.51,62510,Elite
Swimming,2018,100m Backstroke,Women,20180728,Marianne Kahmann,United States,United States,1:02.53,62530,Elite
Swimming,2018,100m Backstroke,Women,20180818,Aisa Mataki,Japan,Japan,1:02.53,62530,Elite
Swimming,2018,100m Backstroke,Women,20180803,Jessica Davis,United States,United States,1:02.55,62550,Elite
Swimming,2018,100m Backstroke,Women,20180708,Etiene Medeiros,Brazil,Brazil,1:02.55,62550,Elite
Swimming,2018,100m Backstroke,Women,20180413,Tong Lin,China,China,1:02.55,62550,Elite
Swimming,2018,100m Backstroke,Women,20180525,Tomoko Takeba,Japan,Japan,1:02.56,62560,Elite
Swimming,2018,100m Backstroke,Women,20180909,Ayaka Imai,Japan,Japan,1:02.56,62560,Elite
Swimming,2018,100m Backstroke,Women,20180826,Maho Sekiguchi,Japan,Japan,1:02.57,62570,Elite
Swimming,2018,100m Backstroke,Women,20180803,Olivia Bray,United States,United States,1:02.58,62580,Elite
Swimming,2018,100m Backstroke,Women,20180406,Naomi Ruele,Botswana,Botswana,1:02.58,62580,Elite
Swimming,2018,100m Backstroke,Women,20180411,Andrea Feng Prades Rodriguez,Spain,Spain,1:02.59,62590,Elite
Swimming,2018,100m Backstroke,Women,20181130,Linnea Mack,United States,United States,1:02.59,62590,Elite
Swimming,2018,100m Backstroke,Women,20181130,Felicia Anderson,United States,United States,1:02.60,62600,Elite
Swimming,2018,100m Backstroke,Women,20180725,Jennifer King,Great Britain,Great Britain,1:02.61,62610,Elite
Swimming,2018,100m Backstroke,Women,20180406,Charlotte Evans,Great Britain,Great Britain,1:02.61,62610,Elite
Swimming,2018,100m Backstroke,Women,20180525,Julia Koluch,Poland,Poland,1:02.62,62620,Elite
Swimming,2018,100m Backstroke,Women,20181130,Claire Curzan,United States,United States,1:02.62,62620,Elite
Swimming,2018,100m Backstroke,Women,20180406,Danielle Hill,Northern Ireland,Ireland,1:02.62,62620,Elite
Swimming,2018,100m Backstroke,Women,20180909,Akane Yanagi,Japan,Japan,1:02.62,62620,Elite
Swimming,2018,100m Backstroke,Women,20180704,Cassandra Wright,New Zealand,New Zealand,1:02.62,62620,Elite
Swimming,2018,100m Backstroke,Women,20180728,Rye Ulett,United States,United States,1:02.63,62630,Elite
Swimming,2018,100m Backstroke,Women,20180303,Julia Menkhaus,United States,United States,1:02.63,62630,Elite
Swimming,2018,100m Backstroke,Women,20180303,Kathryn Greenslade,Wales,Great Britain,1:02.64,62640,Elite
Swimming,2018,100m Backstroke,Women,20180525,Lila Touili,France,France,1:02.64,62640,Elite
Swimming,2018,100m Backstroke,Women,20180727,Payton Keiner,United States,United States,1:02.65,62650,Elite
Swimming,2018,100m Backstroke,Women,20180423,Daria Gutova,Russia,Russia,1:02.67,62670,Elite
Swimming,2018,100m Backstroke,Women,20181130,Brynn Sproul,United States,United States,1:02.67,62670,Elite
Swimming,2018,100m Backstroke,Women,20180531,Maya Tobehn,Germany,Germany,1:02.67,62670,Elite
Swimming,2018,100m Backstroke,Women,20180411,Cristina García,Spain,Spain,1:02.68,62680,Elite
Swimming,2018,100m Backstroke,Women,20180603,Stefania Cartapani,Italy,Italy,1:02.70,62700,Elite
Swimming,2018,100m Backstroke,Women,20180720,Sophie Sorenson,United States,United States,1:02.73,62730,Elite
Swimming,2018,100m Backstroke,Women,20180909,Kana Syuno,Japan,Japan,1:02.74,62740,Elite
Swimming,2018,100m Backstroke,Women,20180719,Olivia Ellard,Canada,Canada,1:02.75,62750,Elite
Swimming,2018,100m Backstroke,Women,20180519,Grace Haskett,United States,United States,1:02.75,62750,Elite
Swimming,2018,100m Backstroke,Women,20181130,Paige Hetrick,United States,United States,1:02.76,62760,Elite
Swimming,2018,100m Backstroke,Women,20180525,Paulina Peda,Poland,Poland,1:02.76,62760,Elite
Swimming,2018,100m Backstroke,Women,20180622,Liu Haiyun,China,China,1:02.77,62770,Elite
